STATION,NAME,DATE,AWND,FMTM,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF2,WDF5,WESD,WSF2,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV01,WV03
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/9/2015,6.04,,,0,0,0,72,84,58,,340,30,,15,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/10/2015,6.71,,,0,0,0,65,78,52,,200,210,,13,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/11/2015,7.83,,,0,0,0,63,76,52,,50,40,,21,25.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/12/2015,5.14,,,0,0,0,61,68,53,,60,60,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/13/2015,5.82,,,0,0,0,60,75,49,,360,290,,12.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/14/2015,8.28,,,0,0,0,66,82,53,,40,340,,15,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/15/2015,7.83,,,0,0,0,71,86,61,,30,30,,14.1,17,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/16/2015,6.71,,,0,0,0,64,73,52,,210,270,,13,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/17/2015,6.93,,,0,0,0,62,77,52,,20,20,,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/18/2015,6.71,,,0,0,0,66,76,57,,20,10,,16.1,21,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/19/2015,7.16,,,0.02,0,0,63,75,56,,20,20,,16.1,19.9,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/20/2015,9.62,,,0,0,0,64,77,55,,10,10,,21,25.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/21/2015,7.61,,,0,0,0,66,78,57,,10,210,,15,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/22/2015,5.37,,,0,0,0,66,77,55,,210,210,,13,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/23/2015,5.37,,,0,0,0,64,79,53,,40,30,,15,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/24/2015,5.82,,,0,0,0,70,78,61,,10,240,,12.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/25/2015,6.71,,,0,0,0,71,87,60,,20,290,,13,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/26/2015,10.51,,,0,0,0,76,89,64,,10,10,,17,21.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/27/2015,8.72,,,0,0,0,77,92,63,,340,10,,17,23,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/28/2015,4.7,,,0.01,0,0,77,83,65,,190,200,,18.1,21.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/29/2015,6.04,,,0,0,0,72,84,63,,280,270,,12.1,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",6/30/2015,7.61,,,0,0,0,70,87,59,,40,50,,21,23.9,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/1/2015,9.62,,,0,0,0,76,90,63,,20,360,,15,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/2/2015,7.61,,,0,0,0,79,93,64,,340,350,,16.1,23,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/3/2015,5.82,,,0,0,0,80,92,64,,300,320,,13,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/4/2015,6.49,,,0,0,0,76,92,59,,330,350,,15,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/5/2015,4.7,,,0,0,0,79,91,62,,350,330,,13,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/6/2015,7.16,,,0,0,0,73,85,60,,220,210,,15,21,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/7/2015,5.37,,,0,0,0,68,81,57,,290,220,,12.1,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/8/2015,4.25,,,0,0,0,69,86,58,,290,290,,13,16.1,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/9/2015,7.61,,,0,0,0,71,84,58,,200,200,,14.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/10/2015,8.28,,,0,0,0,67,70,62,,220,220,,14.1,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/11/2015,6.71,,,0,0,0,65,72,62,,240,240,,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/12/2015,4.92,,,0,0,0,66,79,62,,240,220,,12.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/13/2015,6.93,,,0,0,0,68,78,61,,360,240,,16.1,28,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/14/2015,7.38,,,0,0,0,69,82,61,,290,30,,14.1,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/15/2015,7.16,,,0,0,0,69,79,58,,10,10,,16.1,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/16/2015,6.26,,,0,0,0,68,79,59,,60,300,,13,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/17/2015,7.38,,,0,0,0,68,82,57,,340,340,,18.1,23,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/18/2015,7.61,,,0,0,0,75,92,64,,340,340,,15,21.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/19/2015,7.38,,,0,0,0,82,95,63,,230,240,,16.1,21.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/20/2015,8.72,,,0,0,0,71,80,62,,200,210,,17,25.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/21/2015,5.37,,,0,0,0,67,75,59,,30,240,,14.1,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/22/2015,6.26,,,0,0,0,65,75,57,,250,230,,13,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/23/2015,4.25,,,0,0,0,65,79,58,,180,190,,13,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/24/2015,8.5,,,0.01,0,0,66,73,56,,230,230,,17,23.9,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/25/2015,5.37,,,0,0,0,65,70,58,,240,230,,13,17,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/26/2015,5.82,,,0.08,0,0,63,72,57,,310,310,,15,19.9,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/27/2015,4.25,,,0,0,0,61,74,54,,270,270,,12.1,15,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/28/2015,7.61,,,0,0,0,68,82,57,,40,330,,15,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/29/2015,8.5,,,0,0,0,73,90,58,,350,330,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/30/2015,7.83,,,0,0,0,78,94,63,,20,350,,15,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",7/31/2015,5.82,,,0,0,0,80,94,64,,10,10,,13,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/1/2015,6.93,,,0,0,0,78,92,60,,350,50,,15,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/2/2015,4.47,,,0,0,0,76,87,61,,30,30,,16.1,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/3/2015,5.14,,,0,0,0,73,83,63,,190,200,,10.1,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/4/2015,5.82,,,0,0,0,68,79,58,,240,250,,13,17,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/5/2015,7.83,,,0,0,0,64,74,54,,10,10,,19.9,23,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/6/2015,6.49,,,0,0,0,65,77,59,,290,290,,15,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/7/2015,8.28,,,0,0,0,69,83,60,,280,290,,15,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/8/2015,8.05,,,0,0,0,69,77,60,,230,240,,16.1,21,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/9/2015,4.92,,,0,0,0,67,83,59,,350,,,8.9,,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/10/2015,5.37,,,0,0,0,71,84,61,,330,290,,12.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/11/2015,9.84,,,0,0,0,73,86,62,,360,360,,19.9,23,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/12/2015,6.04,,,0.3,0,0,74,83,62,,160,160,,17,21.9,,,1,,1,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/13/2015,4.92,,,0,0,0,71,83,60,,220,190,,8.9,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/14/2015,11.63,,,1.2,0,0,67,65,59,,220,220,,21,28,1,,1,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/15/2015,8.28,,,0,0,0,62,71,57,,190,190,,15,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/16/2015,8.28,,,0,0,0,65,77,58,,360,330,,16.1,21,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/17/2015,6.71,,,0,0,0,68,81,57,,350,330,,17,21,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/18/2015,6.71,,,0,0,0,72,86,59,,340,360,,14.1,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/19/2015,4.7,,,0,0,0,75,89,61,,20,30,,12.1,15,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/20/2015,9.4,,,0.08,0,0,68,73,58,,270,230,,15,18.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/21/2015,5.82,,,0,0,0,62,72,58,,200,190,,13,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/22/2015,5.59,,,0,0,0,65,80,54,,20,20,,14.1,17,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/23/2015,4.03,,,0,0,0,68,82,57,,10,10,,15,18.1,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/24/2015,5.14,,,0,0,0,65,75,54,,190,190,,12.1,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/25/2015,7.61,,,0,0,0,65,78,54,,350,360,,14.1,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/26/2015,3.8,,,0,0,0,68,83,57,,30,40,,13,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/27/2015,4.7,,,0,0,0,70,85,58,,230,200,,10.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/28/2015,5.82,,,0.02,0,0,70,74,60,,230,240,,18.1,23,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/29/2015,12.97,,,1.28,0,0,67,72,56,,210,210,,35.1,46.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/30/2015,10.51,,,0.4,0,0,61,68,55,,200,200,,19.9,25.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",8/31/2015,12.97,,,0,0,0,63,66,61,,210,210,,25.1,30,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/1/2015,11.18,,,0.23,0,0,63,67,57,,220,230,,19.9,25.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/2/2015,8.5,,,0,0,0,59,67,52,,270,270,,17,23,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/3/2015,6.49,,,0,0,0,57,65,51,,220,230,,15,18.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/4/2015,6.49,,,0,0,0,56,65,50,,30,30,,12.1,15,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/5/2015,7.83,,,0.01,0,0,56,69,48,,220,270,,16.1,31.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/6/2015,5.37,,,0.21,0,0,58,61,53,,130,130,,12.1,14.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/7/2015,3.36,,,0.01,0,0,60,70,56,,250,260,,8.9,13,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/8/2015,5.37,,,0,0,0,63,73,56,,140,150,,13,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/9/2015,7.38,,,0,0,0,65,76,57,,30,30,,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/10/2015,8.05,,,0,0,0,66,77,58,,10,350,,13,16.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/11/2015,6.93,,,0,0,0,68,81,59,,20,20,,13,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/12/2015,4.7,,,0,0,0,69,80,58,,310,310,,13,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/13/2015,6.71,,,0.02,0,0,65,69,55,,220,230,,16.1,21,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/14/2015,7.61,,,0,0,0,57,62,51,,210,200,,15,19.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/15/2015,6.26,,,0,0,0,56,64,50,,190,220,,13,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/16/2015,4.25,,,0.04,0,0,57,68,50,,270,220,,10.1,21.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/17/2015,8.5,,,0.07,0,0,60,65,55,,220,220,,21,25.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/18/2015,5.82,,,0,0,0,60,67,55,,150,190,,10.1,14.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/19/2015,9.62,,,0,0,0,63,70,58,,230,230,,21,29.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/20/2015,15.21,,,0.16,0,0,66,73,54,,220,210,,23.9,31.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/21/2015,6.04,,,0,0,0,59,65,49,,290,290,,14.1,23,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/22/2015,4.47,,,0,0,0,56,66,46,,290,300,,10.1,21.9,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/23/2015,4.03,,,0,0,0,57,69,47,,250,220,,12.1,21,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/24/2015,5.59,,,0,0,0,61,72,52,,10,200,,16.1,19.9,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/25/2015,5.82,,,0.08,0,0,60,60,55,,20,20,,18.1,23.9,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/26/2015,6.04,,,0,0,0,57,65,50,,350,270,,13,17,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/27/2015,8.5,,,0,0,0,54,64,45,,340,340,,21,25.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/28/2015,11.41,,,0,0,0,56,70,49,,20,20,,21.9,28,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/29/2015,4.25,,,0,0,0,59,71,48,,300,280,,8.9,10.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",9/30/2015,2.91,,,0,0,0,57,65,50,,210,270,,8.9,12.1,1,1,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/1/2015,2.91,,,0,0,0,58,70,49,,290,270,,10.1,16.1,1,1,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/2/2015,6.49,,,0,0,0,57,60,50,,350,350,,13,16.1,1,1,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/3/2015,10.74,,,0,0,0,58,67,52,,360,350,,19.9,25.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/4/2015,8.28,,,0,0,0,60,73,50,,10,20,,15,21,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/5/2015,3.58,,,0,0,0,60,74,49,,20,280,,10.1,13,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/6/2015,5.82,,,0,0,0,59,65,50,,130,110,,15,18.1,,,,,,,,1,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/7/2015,4.92,,,0.39,0,0,58,61,57,,210,200,,15,18.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/8/2015,2.46,,,0,0,0,60,66,56,,230,180,,8.1,10.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/9/2015,5.82,,,0.01,0,0,61,67,54,,210,210,,13,17,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/10/2015,10.51,,,1.13,0,0,63,70,56,,200,190,,31.1,45,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/11/2015,5.82,,,0,0,0,57,64,51,,210,190,,14.1,16.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/12/2015,6.26,,,0.18,0,0,57,65,51,,180,190,,14.1,18.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/13/2015,7.16,,,0.05,0,0,58,62,49,,350,350,,13,15,1,1,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/14/2015,11.18,,,0,0,0,53,59,50,,10,10,,17,21,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/15/2015,7.61,,,0,0,0,55,70,49,,10,20,,17,21.9,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/16/2015,2.91,,,0,0,0,57,68,48,,40,280,,10.1,21,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/17/2015,2.91,,,0.01,0,0,59,67,53,,220,200,,8.9,12.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/18/2015,4.47,,,0.15,0,0,57,59,55,,140,150,,8.1,10.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/19/2015,5.82,,,0.01,0,0,58,63,54,,350,350,,14.1,17,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/20/2015,4.03,,,0,0,0,57,64,51,,290,290,,10.1,13,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/21/2015,2.91,,,0,0,0,54,61,47,,260,260,,8.9,13,1,1,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/22/2015,6.04,,,0,0,0,54,61,48,,10,360,,14.1,17,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/23/2015,5.82,,,0,0,0,51,55,45,,10,10,,14.1,16.1,1,1,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/24/2015,6.49,,,0,0,0,51,59,48,,20,20,,17,21,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/25/2015,7.61,,,0.35,0,0,54,67,48,,200,180,,23,32,1,,1,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/26/2015,10.29,,,0.27,0,0,54,54,50,,150,220,,19.9,28,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/27/2015,3.8,,,0,0,0,53,61,46,,30,30,,12.1,14.1,1,1,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/28/2015,6.26,,,0.13,0,0,54,57,52,,180,180,,14.1,17,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/29/2015,10.51,,,0.07,0,0,56,59,54,,200,200,,18.1,23,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/30/2015,14.99,,,0.76,0,0,58,63,53,,220,200,,30,45,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",10/31/2015,16.11,,,1.3,0,0,57,60,53,,230,230,,28,38.9,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/1/2015,13.42,,,1.03,0,0,53,54,48,,190,160,,29.1,35.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/2/2015,6.26,,,0.01,0,0,51,52,45,,190,200,,16.1,21,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/3/2015,3.13,,,0.03,0,0,47,51,41,,20,30,,13,16.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/4/2015,4.92,,,0,0,0,44,50,38,,140,140,,8.9,12.1,,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/5/2015,5.14,,,0.05,0,0,48,53,46,,190,240,,14.1,18.1,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/6/2015,6.04,,,0,0,0,50,60,47,,210,210,,12.1,15,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/7/2015,6.71,,,0.5,0,0,53,54,49,,210,220,,19.9,28,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/8/2015,4.03,,,0.26,0,0,50,52,46,,140,260,,13,15,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/9/2015,2.91,,,0.13,0,0,47,50,41,,360,,,8.9,,1,,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/10/2015,8.72,,,0.05,0,0,45,52,39,,170,190,,23,30,1,1,,,,,,,,,,,,,,,,,,,
USW00024233,"SEATTLE TACOMA AIRPORT, WA US",11/11/2015,10.29,,,0.06,0,0,49,52,43,,200,190,,25.1,38,,,,,,,,,,,,,,,,,,,,,
